dataset,bootstrap_rate,rf,cv_mse_scores,mean_mse,std_mse
./preprocessed_data_mis_not_standarized\screen_time_preprocessed.csv,3.0,RF[mss4],"[0.1118460441774015, 0.1496658099267884, 0.08971439652420302, 0.143200663106578, 0.12494597119518992, 0.14502649047266564, 0.08042091875993959, 0.13272701870531653, 0.14116904061171748, 0.14806325545906954, 0.13989609975530076, 0.10873525100987752, 0.0903909055277391, 0.17704039286714185, 0.10755756413007397, 0.1447999952843515, 0.14191619659192245, 0.10006122106780706, 0.1304529774219233, 0.1460942519913737, 0.11604465323993357, 0.1382763081866116, 0.09737702921026654, 0.1713088002874135, 0.11112896698840016, 0.1236654343920811, 0.16106166193824134, 0.2592596408411933, 0.11247426778576224, 0.15681760167902697, 0.13356567120296411, 0.11351410569781172, 0.17407363312886306, 0.15904052557367393, 0.15124396878641214, 0.16310126083802454, 0.09688633616990003, 0.12775321699996406, 0.1413276617874808, 0.15575493841453422, 0.1292506712394616, 0.1064420940865722, 0.07890502517477925, 0.10157884007290939, 0.12766902595739324, 0.10539301271822779, 0.13068106122467757, 0.08238162963671493, 0.254611486001722, 0.12862647014161574, 0.15848182708092673, 0.09429410554968909, 0.14696849846752602, 0.16311409384683428, 0.1120449346067386, 0.10263258646386018, 0.2370901621812188, 0.1215706170623575, 0.14741721606990263, 0.11159705261654171, 0.39590634531529717, 0.10339946729017305, 0.09639105965079994, 0.11307737743094767, 0.12647710905428705, 0.1346002871773984, 0.20521919828865567, 0.1411012403768558, 0.16306718486215507, 0.12741252567925931, 0.0940947398760091, 0.10520551324968282, 0.1506754115843981, 0.14753740518822714, 0.11839213646668242, 0.1559197972558368, 0.09590069957393059, 0.14863962253702603, 0.265173913342926, 0.0801244591122496, 0.18161578596010244, 0.13843235498536646, 0.22866029634631518, 0.11447579307037266, 0.13293167567098013, 0.2076531337420666, 0.2223998556580197, 0.11524629571791933, 0.08993948072597746, 0.15283710706471815, 0.11502333360404575, 0.114109176213567, 0.15346061599965755, 0.12228938029715415, 0.16485601791082588, 0.13082455278792665, 0.2438767596315154, 0.175270352238611, 0.11661561004577044, 0.17757975959575395]",0.141,0.047
./preprocessed_data_mis_not_standarized\screen_time_preprocessed.csv,3.0,RF[mss6],"[0.11553691499106555, 0.1540608842647019, 0.08477459895108859, 0.1454140816608356, 0.12982553991467982, 0.1484519987141349, 0.08151660017709789, 0.13735360271282482, 0.13849721552713118, 0.15459287294341004, 0.1364064405646013, 0.10476769406946532, 0.08765281361582035, 0.17222631823842285, 0.10792890000898582, 0.1529902266414411, 0.14476080645030623, 0.10446390937388923, 0.12893273205179526, 0.15439155567380994, 0.11370698686824263, 0.13650500393835113, 0.10263850205578018, 0.18547808032608537, 0.11590914301119704, 0.12223905545295675, 0.16565804551086613, 0.2707588561644537, 0.11819385914810702, 0.15856112220836033, 0.13156805872380023, 0.12010036106533543, 0.17910137494890832, 0.1576462193936571, 0.15627928538190933, 0.16387618059392178, 0.09661524665008264, 0.13006325574892186, 0.1481533605991569, 0.16424730049679873, 0.13106714676226025, 0.10444999997400987, 0.08580472585877535, 0.10180960293662486, 0.13004177677803327, 0.11294342447267894, 0.1367721499266221, 0.08781547852229354, 0.26584558237949396, 0.12638786352461648, 0.1557750828889693, 0.09870793273605641, 0.15128479438037673, 0.16748576536802193, 0.11091256875651619, 0.0972420907153317, 0.23891087131743774, 0.12395333241367698, 0.14574164978262397, 0.11929845678841786, 0.4069246377286911, 0.10666470198077078, 0.09855804828177024, 0.11736185451139809, 0.1267650837061716, 0.13804020072241355, 0.21780953241602016, 0.14392465866808452, 0.17379409854300412, 0.1296773132508387, 0.09397347522340714, 0.10759204219492538, 0.14847034409758136, 0.1464252622900764, 0.1253073561340958, 0.15991914618806524, 0.09901741495198292, 0.15250615909810908, 0.2664213785637021, 0.08180714323378571, 0.1859682107033678, 0.13889356440918346, 0.2314349679686464, 0.11878691001849713, 0.13753372735173672, 0.19950748639602722, 0.21065106839244774, 0.11683458017521237, 0.09706338413358079, 0.1607643977515327, 0.1150189561859429, 0.11886949015352538, 0.15954282662229108, 0.12421073693414364, 0.16537817382456663, 0.1390692573524331, 0.2524144739064609, 0.18003596558900428, 0.11777511886830068, 0.17739080674617533]",0.144,0.048
./preprocessed_data_mis_not_standarized\screen_time_preprocessed.csv,3.0,RF[mss8],"[0.11915152665525562, 0.16633739764901753, 0.08968432573258321, 0.14716307455011987, 0.1359288885384649, 0.14861634416753514, 0.08798895430201159, 0.1462494788106879, 0.1391362506916027, 0.16865034670706594, 0.13847977702550712, 0.10686052619569357, 0.08882714450935451, 0.17800149416526587, 0.11800052289878536, 0.1736084729001477, 0.15239497538644797, 0.11066984696155724, 0.1310641458807756, 0.17468632259345676, 0.11490334871893167, 0.14074095111435253, 0.11785912607539746, 0.2259220838486589, 0.13214367336015698, 0.13432507938468227, 0.17085757140914795, 0.2918624902544484, 0.12940343479235203, 0.14799726933223467, 0.13463152329238634, 0.1281744924343514, 0.19377567778430993, 0.15855068634640695, 0.1635685986695383, 0.17265413949805736, 0.10357264866416857, 0.14071035960716827, 0.15323407076900053, 0.17336895500837077, 0.13007010091913476, 0.10672263052062407, 0.09851980122244729, 0.1053609017131698, 0.13532468431683373, 0.1264788573660902, 0.14736027305912247, 0.09568981052918797, 0.2750356107854928, 0.1301852297528477, 0.1675607802906929, 0.1175704617755678, 0.17428967420985386, 0.18522993711650348, 0.11407101144692665, 0.10437829535731616, 0.24360506390551406, 0.13698256048095, 0.16303774617165892, 0.12806800581565433, 0.4374507407558485, 0.10845546360591683, 0.10720176763498326, 0.13108111619381696, 0.12735924385708985, 0.1556331187152498, 0.2221971565505184, 0.14831324506128857, 0.19114999721161222, 0.14646890884507377, 0.10379311024092873, 0.12036769009315433, 0.1537156943048742, 0.15254776636998774, 0.14533291598518808, 0.17320714210844396, 0.10561886452170412, 0.16162792316025038, 0.2740485378144481, 0.08476636189240577, 0.19235657859323482, 0.1456122006830809, 0.2505740815510844, 0.1279775589909346, 0.15575459509971948, 0.19963641640711133, 0.20804371967328938, 0.12070241984065795, 0.1058185217461878, 0.1746356006978961, 0.11672964638395152, 0.13158025148416105, 0.17603935429261716, 0.12558330116238425, 0.17014986952781208, 0.1441241754587703, 0.2558819746276415, 0.1854512393164574, 0.12654323745305487, 0.17752741810633935]",0.153,0.051
./preprocessed_data_mis_not_standarized\screen_time_preprocessed.csv,3.0,RF[msl2],"[0.10676584284164728, 0.14840150117441542, 0.08537247166637975, 0.13468007849956043, 0.1260619461628088, 0.1456888031377481, 0.08700644594068314, 0.13218432097800736, 0.14245110891705484, 0.1538098905115411, 0.14554074959969499, 0.10160426179548983, 0.08524951569359525, 0.17151290711265357, 0.10421858390934016, 0.150275127196519, 0.14314727919665646, 0.09819034052047361, 0.1437987495285972, 0.18162494915591434, 0.11535949110185034, 0.11283902347271696, 0.10133999911703241, 0.18557132443492427, 0.1205228363415071, 0.12438779866672658, 0.1658409662741192, 0.27598360419303253, 0.11893588606750477, 0.13470736058252175, 0.12948014106300057, 0.11025894601806226, 0.18511392881661165, 0.15066293411189718, 0.15655068012534235, 0.1622884445032107, 0.10105665681517902, 0.12524389377751025, 0.1282015421946652, 0.1512528665004349, 0.1274883441769753, 0.10511829510553526, 0.08155142944194667, 0.09721192021099163, 0.12949631222005004, 0.10445686348498873, 0.12571211578070912, 0.08336549243933745, 0.2677923810912011, 0.11829144406183473, 0.15374907975125052, 0.09551585614074347, 0.15661465047262813, 0.1701978419725701, 0.10800994667682122, 0.09989599148909706, 0.23993691381360632, 0.13805247576300692, 0.14983001536969862, 0.111652289607259, 0.4200322052658289, 0.10072129356989769, 0.09919637743557286, 0.11642439298207156, 0.11855265488531819, 0.1463273375917992, 0.21474285351929057, 0.1429623375255912, 0.17258063459751402, 0.12297794252324665, 0.09342671943255076, 0.10363799810104114, 0.14785411567933512, 0.1447825257520914, 0.12504473475181538, 0.1561371665753839, 0.0939261927795401, 0.14708110709551497, 0.20847423661185124, 0.08120868260772832, 0.1877391607247582, 0.14479185220534643, 0.21520948919538344, 0.12144470986238823, 0.13057146906069636, 0.19622770269270765, 0.19745377158265434, 0.11669843000788348, 0.08961921573165782, 0.15396836677622014, 0.10574603877995693, 0.12761192203955796, 0.15710036240059905, 0.11928601581123081, 0.16156135402642044, 0.11022799863780139, 0.24656053297518576, 0.17944043523701061, 0.11590788427249271, 0.16956012578792834]",0.141,0.048
./preprocessed_data_mis_not_standarized\screen_time_preprocessed.csv,3.0,RF[msl3],"[0.11591698161904211, 0.15791134374694743, 0.08741075264249341, 0.13480183224756434, 0.13054798016053754, 0.15288565226943046, 0.09446153982712778, 0.14112928766361668, 0.15891755836575003, 0.16770747525586302, 0.1617241630348067, 0.11102787862830084, 0.0852722172934219, 0.17283442968100454, 0.11187857133814642, 0.17686453023423487, 0.15500415115235408, 0.10474677895123555, 0.16819541501642865, 0.2217548058110185, 0.12815855545921256, 0.10821702075850019, 0.12563832271993497, 0.21962954798082931, 0.15187974846348662, 0.13462390217415124, 0.17227928762881953, 0.3015296783623239, 0.1430570436204727, 0.11864593216342673, 0.13306522607827295, 0.12299183676558605, 0.20047279666996368, 0.15025431718963994, 0.172808275148019, 0.17048109626283406, 0.10961446538970523, 0.13207797902221313, 0.12896363503349906, 0.1719661204735489, 0.13441259360337435, 0.11428836822976254, 0.09472662374281815, 0.10589958741142334, 0.12858284427906108, 0.11796212483330083, 0.1252747700848486, 0.10511739775074459, 0.29482748216213966, 0.11546743562327053, 0.16169556048374947, 0.11304483414357032, 0.17791351950093928, 0.19047089770564585, 0.11154874564574441, 0.10101894975344189, 0.24876504824927034, 0.1805779913072724, 0.16329592229345255, 0.12057305879430429, 0.4657784563607077, 0.10757432093932298, 0.113529683723505, 0.13289158167207352, 0.12135012239082324, 0.1784722897590573, 0.22427888531612264, 0.1411924521811671, 0.19166226906314798, 0.12624587813718008, 0.10867516283375493, 0.11849963254874149, 0.1547179936442533, 0.14710771218290492, 0.15777593322801647, 0.16838392824495693, 0.10591599882959747, 0.15411771199744317, 0.18372251026744787, 0.08571296330593665, 0.2032505491911919, 0.19588580959907495, 0.22215078148516246, 0.13539196181979787, 0.14998057250035288, 0.18645155989392553, 0.17590888159330267, 0.1286369260343816, 0.10369868998989526, 0.1740705560030042, 0.10276225771935384, 0.13751689457305627, 0.17697920656481786, 0.11716605698839906, 0.16460985282685053, 0.10614006440862854, 0.257136173635924, 0.2000850346607502, 0.12444434504009404, 0.16247575992558327]",0.152,0.053
./preprocessed_data_mis_not_standarized\screen_time_preprocessed.csv,3.0,RF[msl4],"[0.11803833569661171, 0.17124352525327616, 0.09913396458092157, 0.15412742007868518, 0.15028690448017365, 0.1639589899568717, 0.10211215095411111, 0.15715745862083066, 0.16625549495266154, 0.1811421730958748, 0.18055445579207616, 0.1326563305982259, 0.08799994300814834, 0.18171711167832333, 0.12344846030882788, 0.19778113330813454, 0.1745568886224346, 0.10385129530125621, 0.18479842297948543, 0.2563536972863405, 0.1530406212612191, 0.1090142936856635, 0.1504979060208815, 0.24706084092175953, 0.17260609740497201, 0.1567207573334492, 0.19109160121549068, 0.30199211882845056, 0.16410751009106483, 0.13175764157454065, 0.14995296883714204, 0.14557525086108405, 0.2095366915167995, 0.1656491665517466, 0.19519542445270635, 0.1855912026786852, 0.1245132368760397, 0.14415684255437555, 0.14110293811220678, 0.18011478101034598, 0.1410211985260455, 0.12134293862056554, 0.11200644664681976, 0.12701991491276918, 0.14205458660784, 0.13472113985649614, 0.1424161977979311, 0.1330752530691912, 0.30904779542878064, 0.1248685326324257, 0.19209004597556634, 0.13386340536389432, 0.2080262541139302, 0.20757016371930315, 0.11472399082478532, 0.12066680490579013, 0.26062541286264457, 0.21367421394919628, 0.18498753715281366, 0.13703523822061317, 0.5186056815951512, 0.11781672754911443, 0.13105525064193055, 0.14781845565880547, 0.13925170534925438, 0.20572220525045676, 0.2427388015254708, 0.14112428794329768, 0.21110281799620706, 0.14527769743462796, 0.13125021778229565, 0.14324190924280286, 0.18089484440975254, 0.1636697335927159, 0.18446307563458722, 0.1816742338513612, 0.1291627015535337, 0.16746529670207827, 0.19638366702159654, 0.09115430202387073, 0.23535795162637924, 0.2433586140926702, 0.24365164888724675, 0.14729630563777463, 0.165859761489646, 0.18593537974450655, 0.19371698276801383, 0.12779139755198712, 0.12357453982496365, 0.20339611289106221, 0.1097473216222629, 0.15735499099426922, 0.20219183120781808, 0.12739987076116352, 0.17112046285318022, 0.10991275028020171, 0.25736731958782183, 0.21187199592255795, 0.139452630692349, 0.1709508989022386]",0.169,0.057
./preprocessed_data_mis_not_standarized\screen_time_preprocessed.csv,3.0,RF[msl5],"[0.11769863369898456, 0.19145932364519633, 0.11075549522530351, 0.19082039027411202, 0.17786781525751053, 0.18702627743583453, 0.10677301794115168, 0.17136350653237895, 0.1648792568112676, 0.19449370541598018, 0.1846726050298419, 0.14707808863164332, 0.09400721122940135, 0.20168661526197668, 0.13074431377800858, 0.22979096410427807, 0.20285513631608537, 0.11086181850510327, 0.18605169875452757, 0.2887817529488102, 0.16748886085570708, 0.12398696198484459, 0.1692672618781107, 0.24423815857652675, 0.1720596383169888, 0.18549034743230444, 0.2027696468343399, 0.29188477166370597, 0.18339306888959864, 0.153823216492333, 0.16915699516191626, 0.18070922597719768, 0.21780686721963052, 0.20629642067725726, 0.21362974563461634, 0.20440354953967885, 0.14718038778266038, 0.1603562656961944, 0.15656046965461906, 0.19048638118687639, 0.14858109630526395, 0.1304411316920832, 0.13066214882396252, 0.15610049222898928, 0.16410403726392409, 0.1548202637739504, 0.15529808319799637, 0.16059110912934518, 0.31872778301794263, 0.13501672640161747, 0.2391364421208233, 0.15009914614342543, 0.2132430731650449, 0.21774832306758585, 0.11670823343799729, 0.15662306713721563, 0.2750040035045095, 0.23794811249190284, 0.21436777177955496, 0.15327568510372075, 0.5283116828896393, 0.1314591394806804, 0.14217261109958773, 0.1544233160317248, 0.15345678637503923, 0.2212282442852155, 0.285682583751455, 0.15042042260080382, 0.21598805836839566, 0.1900409548593505, 0.14955959587264153, 0.16415761240165838, 0.21295950506626402, 0.18641704865001013, 0.2052428820791854, 0.18542702979198708, 0.16071724649777028, 0.18848360054732494, 0.24396842922571624, 0.09957034466279686, 0.2904185227233736, 0.2673238365450457, 0.264909286302973, 0.16824147863850902, 0.17917115645104909, 0.18615533910721221, 0.2236460580736248, 0.11794809702249816, 0.14769382276661489, 0.23167760578344487, 0.12269254912048033, 0.1895945759556272, 0.23103877861211272, 0.14201822674681586, 0.18747321689282737, 0.11863224911226986, 0.24987869426369302, 0.23375602921195018, 0.14943078228646509, 0.2097022140627714]",0.186,0.058
./preprocessed_data_mis_not_standarized\screen_time_preprocessed.csv,3.0,RF[mfLog2],"[0.11378553919191908, 0.15085675111111138, 0.08946972848484824, 0.1456002603030303, 0.16785787151515053, 0.19879000767676744, 0.08955573505050485, 0.17225121595959628, 0.14525992595959566, 0.1167570540404037, 0.19071155353535343, 0.1109321413131311, 0.10578035143939392, 0.19631355020202015, 0.1291964897979798, 0.1540033903030301, 0.1861410141414141, 0.1338759419191923, 0.10092442575757596, 0.2064032683838385, 0.1299014397979799, 0.1330030824242419, 0.10548393898989915, 0.15861667323232284, 0.1276916017171718, 0.1457863471717168, 0.1601898277777778, 0.22601730252525182, 0.12243259393939405, 0.18969602282828263, 0.13951711545454537, 0.16242282171717143, 0.17585099777777774, 0.16362636272727302, 0.1982284354545455, 0.15046230151515116, 0.08429888878787886, 0.1735317806060603, 0.15047957010101048, 0.19179120767676816, 0.14950994484848476, 0.13138063777777872, 0.10542600858585845, 0.1353619193939389, 0.1416729773737372, 0.11444065747474728, 0.13356486767676787, 0.14268773979798022, 0.2702460658585859, 0.13102148606060568, 0.1890763445454548, 0.0932580058585859, 0.16214652868686893, 0.1402456522222223, 0.09459417676767684, 0.1493620527272725, 0.15338611262626306, 0.22164406020202068, 0.17442735696969605, 0.09337099737373755, 0.46139253353535353, 0.09623925909090907, 0.13533312181818158, 0.1276360970707068, 0.10707471919191905, 0.18091192090909072, 0.15073096393939334, 0.14478754343434366, 0.11822224626262645, 0.1710825986868682, 0.09301355868686915, 0.13211927484848485, 0.25053395818181806, 0.20082588040404026, 0.14705276181818225, 0.1662958956565656, 0.13568613494949497, 0.15607508101010087, 0.21288303040404005, 0.09902897919191914, 0.22124727593434398, 0.11468759020202023, 0.2088867484848485, 0.1709308399999999, 0.21651859181818267, 0.11433737000000013, 0.18835315808080808, 0.0846914094949496, 0.13011585575757578, 0.20538478515151484, 0.12153629777777762, 0.12197417696969695, 0.20762789060606027, 0.12432632252525262, 0.1753782248484841, 0.10352010828282844, 0.2566479934343434, 0.17716935959595945, 0.09036825393939375, 0.13662982737373822]",0.154,0.051
./preprocessed_data_mis_not_standarized\screen_time_preprocessed.csv,3.0,RF[mfAll],"[0.11144654777777732, 0.14442816696969737, 0.0894891845454541, 0.13895665555555536, 0.12651652626262574, 0.14722414010101031, 0.08294730909090903, 0.13212854919191938, 0.14359967353535324, 0.15226637808080767, 0.1364163173737367, 0.10903599333333315, 0.08952112898989904, 0.17473227808080818, 0.10889985515151508, 0.14746726050504996, 0.14073175404040453, 0.09695382818181801, 0.13042880232323256, 0.14768317787878776, 0.11588776111111142, 0.133584654040404, 0.09709711818181836, 0.16700993868686867, 0.11333074313131328, 0.12425285767676682, 0.16193099737373715, 0.26867773919191834, 0.10752861656565686, 0.16130835363636375, 0.13356183151515139, 0.11853194272727306, 0.17023554676767694, 0.15817737060606082, 0.1538532987878788, 0.16308929909090927, 0.09755567626262654, 0.13054665686868674, 0.1439784829292932, 0.15263304868686906, 0.1333777595959595, 0.10714544525252585, 0.07848499767676782, 0.10400874171717107, 0.1265086524242415, 0.1075118117171716, 0.13651524848484908, 0.08088974919191937, 0.2563184307070704, 0.12969785666666628, 0.15865616878787892, 0.09185074808080794, 0.14775133454545414, 0.16228391575757634, 0.11226860252525261, 0.10225995818181804, 0.23792289303030315, 0.12336458181818148, 0.1413344030303025, 0.10972887606060623, 0.39240615474747464, 0.10305099707070671, 0.0972465805050501, 0.11211307090909034, 0.12568424777777798, 0.13809107585858477, 0.20214111474747434, 0.13976235797979794, 0.15882030727272728, 0.12466227787878771, 0.09627974252525258, 0.10451357313131301, 0.15295566060606033, 0.1486209868686869, 0.11957749929292935, 0.15466423575757543, 0.09473334252525256, 0.14853287000000084, 0.2628942279797981, 0.08232209060606074, 0.183352166161617, 0.13688017131313168, 0.22834337333333354, 0.11517688383838388, 0.12991443747474818, 0.2063938783838392, 0.22583092888888862, 0.11631511353535365, 0.08780922030303014, 0.1529456129292929, 0.11235356333333323, 0.11989346373737363, 0.1544909210100998, 0.1227330013131311, 0.16186994686868614, 0.12950439353535317, 0.24752403898989833, 0.17897298050505056, 0.11524233848484786, 0.1789269838383849]",0.141,0.047
./preprocessed_data_mis_not_standarized\screen_time_preprocessed.csv,4.0,RF,"[0.11589536686868632, 0.14407088585858613, 0.09577894383838331, 0.1503585130303028, 0.13135602393939333, 0.14651269989898993, 0.08591644050505048, 0.13727953949494964, 0.1516808265656564, 0.1646605602020198, 0.1494812157575751, 0.1081829105050503, 0.0972998706060607, 0.18353403242424265, 0.11810828636363607, 0.15619380191919147, 0.14240050575757635, 0.09829617151515138, 0.1514977230303034, 0.1454817579797978, 0.12431533656565685, 0.15986668555555547, 0.10775339080808087, 0.16882508272727298, 0.12055456969696998, 0.1250184388888881, 0.16607429757575737, 0.2581127908080798, 0.10996307434343473, 0.16892344606060636, 0.14188629686868673, 0.12353359242424286, 0.177254111717172, 0.16396656636363655, 0.168854784949495, 0.17006254585858593, 0.09950428474747491, 0.12429408515151506, 0.13812707585858616, 0.14284967282828312, 0.13603513535353548, 0.10660430404040458, 0.07888929323232333, 0.1076905260606055, 0.13538696303030223, 0.11214573484848467, 0.1464744769696976, 0.09255260868686872, 0.2622366146464645, 0.1318110063636359, 0.15888165070707083, 0.09679937828282816, 0.15574494414141365, 0.17299736505050553, 0.11221715545454569, 0.10506515585858565, 0.23811438737373758, 0.11696183727272685, 0.1492674286868683, 0.11681749757575774, 0.40185301161616016, 0.1031742047474744, 0.09457535363636317, 0.11938288878787828, 0.13505813737373754, 0.13875306868686774, 0.1870262392929287, 0.14137845292929285, 0.16922634363636352, 0.12161334010100995, 0.09681188525252533, 0.10539559252525235, 0.15440687666666658, 0.1501804332323232, 0.12487911393939391, 0.1661279678787875, 0.09589896767676775, 0.15058896424242502, 0.25324426101010117, 0.08453917686868707, 0.1950531309090917, 0.13049877717171743, 0.241479483838384, 0.11830231151515166, 0.14799463434343507, 0.22758254767676836, 0.2320299628282824, 0.12371514040404047, 0.08637712090909065, 0.15538225979797982, 0.14272043010100988, 0.11298426484848442, 0.15306369313131216, 0.12197711595959576, 0.17355868656565576, 0.14720556393939346, 0.2510831634343428, 0.17157556222222223, 0.12147758979797918, 0.1931684618181828]",0.146,0.048
./preprocessed_data_mis_not_standarized\screen_time_preprocessed.csv,4.0,RF[200],"[0.1143579850252513, 0.14409650229797935, 0.09398663045454547, 0.14749512770202056, 0.1299044209595961, 0.14417091767676746, 0.0854620465656572, 0.1389852524494948, 0.1528886265909097, 0.16667985914141262, 0.15121461022727223, 0.11036458030303078, 0.0945956911616165, 0.1814079986616162, 0.11706848126262615, 0.15408504452020239, 0.14161233060606043, 0.0934366014646456, 0.14333932047979733, 0.13992957800504957, 0.12464640204545446, 0.15297936724747513, 0.10761378664141433, 0.16692683148990053, 0.11960790636363577, 0.11895975790403987, 0.16506728550505068, 0.25259280616161417, 0.10912854436868846, 0.17651263659091004, 0.13776192015151448, 0.12262782515151523, 0.17930680459595882, 0.16296304585858531, 0.17271791838383774, 0.1674185256060615, 0.09925724601010179, 0.12929804851010207, 0.13976627136363678, 0.13711578446969716, 0.1330919287878791, 0.10994737911616223, 0.07769942555555617, 0.10663130366161504, 0.13075361166666724, 0.11140021818181851, 0.14139276830808029, 0.08603816128787864, 0.26037301952020053, 0.1328069769191923, 0.16069051320706956, 0.09526571775252474, 0.154048613030303, 0.17223854909090827, 0.11674600068181898, 0.1037621161363636, 0.24136733272727318, 0.11183470396464554, 0.14539181227272743, 0.11168814924242415, 0.3984230427272725, 0.10549619734848505, 0.0940601867676766, 0.11977779148989821, 0.1353761276767679, 0.14117458959595944, 0.19834505217171566, 0.14574944010100943, 0.16739253972222254, 0.12332650681818143, 0.09769652621212237, 0.10504890780303018, 0.15209715058080828, 0.15145856868686822, 0.12440903260100956, 0.16528595747474636, 0.09531119010100972, 0.15309371830807972, 0.261282014318182, 0.08555746214646548, 0.19163613181818284, 0.1390253196717175, 0.2414162744444421, 0.11519550568181784, 0.13976342492424185, 0.22395226926767747, 0.23893239835858732, 0.12539751691919301, 0.08665858969696984, 0.15524507196969659, 0.138533387525252, 0.11327328131313108, 0.15292808924242327, 0.12168460300505053, 0.17308337729797812, 0.14416414401515276, 0.25209463257575804, 0.16452601734848374, 0.11806151065656408, 0.18740588606060554]",0.145,0.048
./preprocessed_data_mis_not_standarized\screen_time_preprocessed.csv,4.0,RF[500],"[0.11466140138586128, 0.1443319908404036, 0.09384645577373749, 0.14548610223434527, 0.13049092222626235, 0.1424585899595978, 0.08527059630707318, 0.13830618983434462, 0.1530159916969703, 0.16381744273939386, 0.14797642854141524, 0.10813994197575917, 0.09374104795555656, 0.1831285264929287, 0.114065650703032, 0.15404506461414502, 0.14131211362828244, 0.09387273503838275, 0.14025347522020182, 0.13968768999191883, 0.12301550498181872, 0.15008593816565574, 0.10783764804848607, 0.1718050654989914, 0.1184773170626245, 0.12156931062222329, 0.16782703670707233, 0.25875084444040247, 0.10986724230303363, 0.1701459952242446, 0.13791412738585834, 0.12094958012929648, 0.17530616155960035, 0.16150880077979934, 0.17046141394343625, 0.16497731342222216, 0.10050286541414219, 0.1308670953454579, 0.13457772699394052, 0.13501185080808192, 0.13624544518383833, 0.10838853728888931, 0.07844681468282705, 0.1048812733656594, 0.13003109709899327, 0.10778914139394133, 0.13736867625050353, 0.08327125542626336, 0.2601600581575735, 0.13468601173333722, 0.15598847827878748, 0.09624334816161793, 0.1578166220161632, 0.1730318216363658, 0.11872449638383963, 0.10184249286060966, 0.2428279211191948, 0.11477816531313033, 0.14669047716363917, 0.10939342006868617, 0.3992346576000002, 0.10338491601212202, 0.09477842927676983, 0.12097851924444464, 0.13795932261010466, 0.1392513373616205, 0.20043437459798535, 0.14616978024242702, 0.16498929480404134, 0.12856963442424532, 0.0991860976000021, 0.10549309949495178, 0.14893374196768253, 0.15570201922828425, 0.12405058941414392, 0.16502104248484795, 0.0950679282868683, 0.15192091498181987, 0.25668897698990123, 0.0849600926222206, 0.1856012977939436, 0.13722630608081257, 0.24263732903837879, 0.11694638017777839, 0.1378434065414135, 0.21625185642019976, 0.22822470902626213, 0.12280298684444554, 0.08669998759191899, 0.1548948040121218, 0.1329492820727269, 0.1156000645777787, 0.15217689251717303, 0.11634110453333373, 0.17195915275959495, 0.14560983261010138, 0.26150129982222436, 0.1623789322262645, 0.12046057101414281, 0.18539228850505027]",0.145,0.048
./preprocessed_data_mis_not_standarized\screen_time_preprocessed.csv,4.0,RF[md10],"[0.1154793846464641, 0.14435117747474774, 0.09706334959595914, 0.15035851303030276, 0.1309651426262621, 0.14685476595959607, 0.08591644050505048, 0.13724113989898995, 0.15154207161616146, 0.16462883707070672, 0.14931301878787803, 0.10819747161616143, 0.09763353212121226, 0.1837654321212123, 0.11794430404040368, 0.15571224838383793, 0.14287597343434402, 0.09850067595959588, 0.15149856606060644, 0.14846251323232307, 0.1243581191919195, 0.15986668555555547, 0.10746905424242434, 0.170059656767677, 0.12067498484848518, 0.12502952797979722, 0.16736228585858565, 0.25856269343434246, 0.11007511262626293, 0.17196727070707093, 0.14208436979797967, 0.12339290474747522, 0.1785923496969699, 0.16407841090909112, 0.1689438577777778, 0.17044966929292948, 0.09973739888888908, 0.12409961757575749, 0.13786859181818212, 0.1426696445454549, 0.1366656153535355, 0.10681105242424291, 0.07889495676767688, 0.10831687979797924, 0.13462951505050413, 0.11214573484848471, 0.14685320636363694, 0.09272710717171728, 0.26217711828282814, 0.13178957949494907, 0.15888165070707091, 0.09674758353535338, 0.15576689515151465, 0.17408549171717222, 0.11221760151515175, 0.10503893161616142, 0.23818885282828298, 0.11746907545454512, 0.15036514232323198, 0.11667488636363657, 0.40159761595959464, 0.10375905585858548, 0.0946395182828278, 0.11922516060606009, 0.13467397010101032, 0.13862287848484744, 0.1899247587878782, 0.14152154636363629, 0.16873384909090888, 0.12232525383838372, 0.09682159515151521, 0.10545157595959578, 0.15424455616161603, 0.15029244505050504, 0.12525869565656556, 0.16619840838383798, 0.09606520989898992, 0.15054065363636443, 0.25391352707070725, 0.08453239303030317, 0.19586595828282904, 0.12956573474747496, 0.2414240140404041, 0.11833362202020217, 0.14791872797979877, 0.22841828373737447, 0.23196055383838335, 0.12401253585858597, 0.08632903313131286, 0.15471393858585863, 0.1425845767676766, 0.11369098222222186, 0.15459843686868588, 0.12037012606060586, 0.17341296595959518, 0.14757594070707025, 0.25124260191919134, 0.1715601224242424, 0.12168292898989835, 0.19333063676767773]",0.146,0.048
