dataset,bootstrap_rate,rf,cv_mse_scores,mean_mse,std_mse
./preprocessed_data_mis_not_standarized\bupa_preprocessed.csv,0.2,RF[mss8],"[8.517003796835956, 11.068131773165447, 9.110472985361584, 10.012659705963157, 9.468142300334677, 9.126994741073583, 10.358464381086417, 9.744276786026518, 8.023707793954054, 11.794907992119299, 10.894065650630562, 8.340912271747293, 10.64859482410209, 8.511071730939252, 8.330528184166509, 10.547653617103462, 11.033084313289883, 8.047064289937921, 9.926464361502553, 8.729990743819531, 8.749012536405797, 9.58258384326883, 8.670650257686038, 9.795005473035664, 9.823286571212048, 8.534600009354786, 7.581243380411294, 11.11603048694126, 8.119985324506517, 10.241492723809708, 9.571034049372289, 9.139528968979953, 9.79535303060917, 9.769875679145015, 7.928575636310151, 10.823703933051299, 9.984785695841895, 8.919804020518832, 7.974352136225451, 10.166681571471738, 7.930525447755944, 11.135711788668917, 9.398018466113177, 9.55541135977486, 8.53135373834795, 11.071544823424876, 8.937327974669275, 10.099691548682943, 8.778803145494518, 10.421997276894173, 9.027629223216199, 9.534124930299706, 11.07343881771492, 7.692434727181744, 9.261697603363727, 9.872495416158962, 9.364448820563684, 9.416130971840914, 7.9380282202311685, 11.777553641620027, 10.51170696729057, 9.381826701910555, 10.080099393774661, 8.251982465474182, 8.353608978295952, 10.100732796618372, 9.898950593420308, 8.754517828410872, 9.842058117670543, 9.048882532451023, 7.8920114996092705, 10.480864593786935, 9.272831316444565, 9.971143801136034, 11.144711641634977, 10.029015559106352, 11.876376136550377, 8.168365766753304, 9.709600426879382, 8.942272765628944, 8.655267936754756, 9.712232172947003, 8.434968245340857, 10.188728827443711, 7.700303395249289, 10.49952015780298, 9.544731263525993, 9.583312360486651, 10.04634385138614, 8.128016549554358, 9.485181360762695, 9.690558862073605, 10.360827729860873, 8.866722971466318, 8.142985407451578, 10.4215326053558, 7.199833274818334, 11.265584849907416, 9.007566113290785, 9.124260729774631]",9.471,1.051
./preprocessed_data_mis_not_standarized\bupa_preprocessed.csv,0.2,RF[msl2],"[8.178386964952892, 10.94198547863562, 9.018930674057831, 9.950702245138887, 9.216105154524042, 9.343326490441177, 10.274989126543211, 9.532638348447712, 7.383348727095517, 11.673131325735294, 10.612057451876218, 8.08311750522876, 10.642991203175765, 8.224488439256536, 8.446305398066926, 10.254993697712418, 10.91121103768681, 7.717564060416667, 9.68584504483431, 8.526020806617648, 8.570873771036386, 9.750892942238561, 8.696590260019263, 9.58468227879902, 9.806906061403511, 8.31411248619281, 7.391292436565952, 10.956748131495099, 8.077976957318064, 10.05491315122549, 9.589184890065773, 9.140462947775777, 9.627280226161469, 9.678970756658497, 7.747105787768032, 10.949142242156862, 9.908107522173488, 8.834287108578431, 8.084116296133852, 10.12368000138889, 7.6579397108105915, 11.05856308394608, 9.015755839018842, 9.164056796977125, 8.638047188149772, 10.906478750857843, 8.914419106197204, 9.75862019649443, 8.439516448140026, 10.712532660049018, 9.210710656270304, 9.365255893872547, 11.04525994480994, 7.564473600040849, 9.180671594338856, 9.626851381781044, 9.20907679804256, 9.106384681495097, 7.7180505304174805, 11.803382591339867, 10.311803793656596, 9.200767500285947, 9.849399276559454, 8.18891635874183, 8.383373712435022, 10.09949118002451, 9.741162237776152, 8.514012637050653, 9.5272925468491, 9.048623314920134, 7.667080385152697, 10.369072220629086, 9.10074849784763, 10.174835635008169, 11.028292858146523, 8.597516027369283, 12.064293301291421, 7.79695883872549, 9.66071568282976, 8.751683476633987, 8.407682915123457, 9.695899074687377, 8.285223440870693, 10.177629853390524, 7.537327195053606, 10.283811366968456, 9.511662471856726, 9.277275746568629, 9.967740518477909, 8.039073349795752, 9.425059758122156, 9.398901375898694, 10.500114670727744, 8.3677246560866, 8.16762628143275, 10.293749394444445, 7.225766120492204, 11.091610367156862, 8.999047181448992, 8.907676991258171]",9.332,1.091
./preprocessed_data_mis_not_standarized\bupa_preprocessed.csv,0.2,RF[msl3],"[8.193000589963573, 11.118363921396059, 8.903538890083384, 9.793536533934406, 9.226884809282632, 9.230651554127483, 10.189356012687762, 9.438290393870881, 7.3532896698964665, 11.815753014394092, 10.561809210322018, 8.07938575538632, 10.815904608860944, 7.997125882772485, 8.199157916327875, 10.181249313227791, 10.98327883078832, 7.6083293988901115, 9.680710603046139, 8.393247095905028, 8.463391782673035, 9.750756036074431, 8.58412756818634, 9.718480764131485, 9.858831326192465, 8.390642339422019, 7.354954495030565, 11.085380333709065, 7.901570477616826, 10.026349364642524, 9.246728938304756, 9.182833792911122, 9.432323871243089, 9.206160454712997, 7.792446687712494, 10.838282372583826, 9.72933039762601, 8.831549421296854, 8.055489896066845, 10.053045248906692, 7.527952594891016, 11.079767690118548, 9.14214731678568, 9.239043684861027, 8.19853630706064, 10.62433255755469, 8.773445845118749, 9.536794351960157, 8.256545738022304, 10.635728093628286, 9.0734932157582, 9.092946421444827, 11.137745858562992, 7.327447501064594, 9.0529816561377, 9.485514292709167, 9.188074770037487, 9.253268788959751, 7.421231712675118, 11.598884015991395, 10.20241021297788, 9.042434893334114, 9.843463660142419, 8.224168923124875, 8.382442116135246, 10.15376217517132, 9.93053616225501, 8.563152505385904, 9.72980069042964, 8.914472714886788, 7.560002716090824, 10.221262337679445, 8.991625057903523, 10.446438591073095, 11.210630107179945, 8.277455447523177, 12.329472042168083, 7.564493995009669, 9.70406517212198, 8.794189760868306, 8.281711365027773, 9.723810728041425, 8.254417163814058, 10.103973135973927, 7.544288816646445, 10.477229502498501, 9.56927244551545, 9.085682404847772, 10.06899628590615, 7.9140684201188805, 9.395148068404309, 8.887291626545618, 10.550855292351892, 8.12396329026349, 7.930383742861618, 10.493082771923769, 7.14102134598898, 11.221848531719354, 8.927998053717298, 8.824856250662766]",9.275,1.152
./preprocessed_data_mis_not_standarized\bupa_preprocessed.csv,0.2,RF[msl4],"[8.11315445278572, 11.055567175591047, 8.977198928128555, 9.794579195110774, 9.353502962245571, 9.074294864624159, 9.692802495468515, 9.690108446851703, 7.131233636188732, 11.74883822605813, 10.490985361383276, 8.012526557933572, 10.797024236108005, 7.874702065488649, 8.046403442120097, 10.210339968805325, 10.991890194490395, 7.459350352455425, 9.798706880112102, 8.27278127025727, 8.549289544774243, 9.878738037534506, 8.714290636314617, 9.559334340789773, 9.948526380813028, 8.352766670962179, 7.292132126892821, 11.189018452040491, 8.06301327189905, 9.979169587391553, 9.216568235902809, 9.193932311101207, 9.318995778866165, 8.995816613401425, 7.4990555134978605, 10.84756754124849, 9.753290667791752, 8.890275166488772, 7.858839314597326, 10.16409878067345, 7.725030972403383, 11.341660704539688, 9.16996907526431, 9.11607327070648, 8.426543284074935, 10.30664345757567, 8.760510189671294, 9.475214372283913, 8.30941084410889, 10.505894393069994, 9.137068055347054, 9.018151610189483, 11.026171693051202, 7.321033165616641, 9.009979768208366, 9.591793520031207, 9.277894673390026, 9.335962783464195, 7.230372028988135, 11.697762729433162, 10.244375050462931, 8.837813648133466, 9.916376472041007, 8.213312441743664, 8.379663567888228, 10.163574330596429, 9.868741769717595, 8.65038011179136, 9.55405063218735, 8.887650904437969, 7.452000298750141, 10.271411295923901, 8.888423181170403, 10.303197791975773, 11.004483187204816, 8.12943113124083, 12.339567113442182, 7.439601176713649, 9.5959709731984, 8.80258027491286, 8.156682233079275, 9.752284499522009, 8.097150906095132, 10.055339247124847, 7.558210790181962, 10.678592031027781, 9.570476861450132, 8.862093957222887, 10.165251890726228, 7.902529398827194, 9.277093432828964, 8.888211537159163, 10.809610429311173, 8.01775947152097, 7.9006877398231286, 10.514751601243182, 7.087446590433084, 11.175881695027364, 8.941180434011319, 8.785676582845198]",9.248,1.176
./preprocessed_data_mis_not_standarized\bupa_preprocessed.csv,0.2,RF[msl5],"[8.138022077104802, 11.06986066247663, 8.969092153824914, 9.773052616092142, 9.28668774985857, 9.189162452168162, 9.601560139666892, 9.746222155694996, 7.01489929953484, 11.890901892271376, 10.564911108615902, 7.98354743108697, 10.820046640522119, 8.127166470146577, 8.019517885253558, 10.373064778930193, 10.998622383460926, 7.410670504865395, 9.946210972088092, 8.37201638369408, 8.525014454305602, 9.942474890471527, 8.764954360931817, 9.60557840346661, 10.010227777728277, 8.46237661087203, 7.1952270404062455, 11.238245860341298, 7.955349477524318, 9.930766416347216, 9.286341101708889, 9.40119272562984, 9.429089650682613, 9.053756389964345, 7.52443353152995, 10.981573602128705, 9.554093273044225, 8.898500481333167, 8.130671058824252, 10.317430972559173, 7.726642853171039, 11.403088745401746, 9.171379051776556, 9.247467937884743, 8.484474017661192, 10.188401484976783, 8.861573464445271, 9.442013528058524, 8.369067847685685, 10.453228687280905, 9.13365400733331, 8.96466340386073, 11.23173210772737, 7.415372950194708, 9.032656569, 9.653981044772898, 9.215462801097612, 9.36794585478209, 7.2143965121776255, 11.645364286461865, 10.396651869881397, 8.84255158964668, 9.877951428353391, 8.139964055327582, 8.510047458237825, 10.226620678059755, 9.88443225169938, 8.484926729830628, 9.751339683623282, 9.042100898875221, 7.432202387340981, 10.423209528971004, 8.49667654656705, 10.341504863863449, 11.069198683998744, 8.211517045782061, 12.449232053890483, 7.2826429017953584, 9.850110129680557, 8.86569511728702, 8.109720169158017, 9.827458518615334, 8.060597513561886, 10.086675503957867, 7.649337033731645, 10.72006154093053, 9.60426776619555, 8.723205672405827, 10.2008758448406, 7.87278073423227, 9.255105979689517, 9.026716835553863, 10.759733067418633, 8.0098975248752, 7.95083356317785, 10.749599526217093, 7.073028919338979, 11.310156332202961, 9.147336270478515, 8.862883979735816]",9.283,1.202
./preprocessed_data_mis_not_standarized\bupa_preprocessed.csv,0.2,RF[mfLog2],"[8.658579532163742, 10.792252647058824, 9.082246198830408, 10.105223823529414, 9.315140643274852, 8.947294705882353, 10.519896929824561, 9.698616323529409, 7.518653070175439, 11.854695147058823, 10.729350438596493, 8.069025, 10.85238932748538, 8.610401176470589, 8.103244883040935, 10.15709, 10.708552485380118, 7.8837714705882345, 9.737276169590642, 8.685548382352941, 9.10043538011696, 9.629299705882355, 8.279585087719298, 9.484295294117647, 9.69706695906433, 8.457292794117647, 7.6419668128654985, 10.80724705882353, 8.05658961988304, 9.940775441176472, 9.9102466374269, 9.01942544117647, 9.504616666666667, 9.503538970588234, 7.447197222222223, 11.003281470588238, 9.724737280701756, 8.92129573529412, 7.877847660818714, 9.934312352941177, 7.56429312865497, 11.185763382352942, 8.950962134502927, 9.507517647058824, 8.26038932748538, 11.145414705882354, 9.04994605263158, 9.702792352941177, 8.491960233918128, 10.196880735294117, 9.111886988304093, 9.364395588235293, 10.82523567251462, 7.620787205882353, 9.169547660818713, 9.834256470588237, 8.991419736842104, 9.366618676470589, 7.943758625730994, 11.578927647058824, 10.28948143274854, 9.076184705882353, 9.88891476608187, 8.341124705882352, 8.258401023391812, 10.075777205882353, 10.249208918128657, 8.346725735294116, 10.070537719298246, 9.132466176470588, 8.179887865497076, 10.285789117647058, 9.527373830409354, 9.864908823529413, 10.780817105263159, 10.085046764705883, 12.016831432748537, 7.7072908823529405, 9.667276754385965, 9.127219411764704, 8.914602485380117, 9.616354411764707, 8.395413157894735, 10.095225294117647, 7.479272807017543, 10.246182794117647, 9.112116666666667, 9.586366911764706, 9.935877046783625, 7.911544852941177, 9.535582894736844, 9.41851867647059, 10.286851461988304, 8.635910735294116, 8.144047514619883, 10.121177647058822, 7.538144005847952, 10.806123970588235, 8.851369005847953, 8.985968676470588]",9.364,1.055
./preprocessed_data_mis_not_standarized\bupa_preprocessed.csv,0.2,RF[mfAll],"[8.488703070175438, 11.022301176470586, 8.996893274853802, 10.068018235294117, 9.733815497076023, 9.19070205882353, 10.26912821637427, 9.664118235294117, 8.221158187134503, 11.962121911764704, 10.96287119883041, 8.528302499999999, 10.562734210526315, 8.935970588235296, 8.32627105263158, 10.556946764705883, 10.801730116959064, 7.978265441176471, 10.055592543859648, 8.547134264705882, 8.732265935672515, 9.599972058823528, 8.791444298245613, 9.729967794117647, 9.60449298245614, 8.511762941176471, 7.643939181286551, 10.97983161764706, 8.111972514619884, 10.219834264705883, 9.634393421052632, 9.127996176470587, 9.837459502923977, 9.844386176470588, 8.06906038011696, 10.90766588235294, 10.043236695906433, 8.93319794117647, 7.982660380116958, 10.124645588235294, 8.00081418128655, 11.218912205882352, 9.156599269005849, 9.637977352941176, 8.461972514619884, 11.2792225, 9.121915789473684, 10.323303382352941, 8.69597441520468, 10.499529705882354, 8.98731023391813, 9.69818117647059, 11.240600877192982, 7.862864117647058, 9.368760233918128, 9.872353088235293, 9.362507017543859, 9.512706323529411, 8.19902865497076, 11.971721176470588, 10.345211403508774, 9.584932205882353, 10.170391812865496, 8.193158088235293, 8.335916959064326, 10.052218088235293, 9.89434269005848, 8.708529852941176, 9.837437865497076, 9.338601470588236, 7.932320029239765, 10.458108382352941, 9.42321403508772, 10.211457941176471, 10.954195467836257, 10.176881470588237, 11.79412514619883, 8.17928867647059, 9.806694444444444, 8.9979125, 8.739329093567251, 9.612931323529413, 8.254215350877194, 10.163367058823532, 7.550419444444445, 10.339519411764707, 9.4434100877193, 9.900409705882353, 10.130061403508773, 8.260239705882352, 9.644277777777779, 10.077410294117648, 10.299026461988305, 8.83964161764706, 8.149886842105264, 10.315280294117647, 7.3908021929824566, 11.008497647058824, 9.063629239766081, 9.07411132352941]",9.504,1.040
./preprocessed_data_mis_not_standarized\bupa_preprocessed.csv,0.6,RF,"[8.79406447368421, 10.715910147058825, 9.65199605263158, 10.126885441176471, 10.068819883040936, 9.479901029411765, 11.336483625730995, 9.54681044117647, 8.427653070175438, 11.632650147058824, 11.62023216374269, 9.000671764705883, 10.957582748538012, 9.250046029411765, 8.64424298245614, 10.703359117647059, 10.727139473684211, 9.461720294117647, 10.0795817251462, 8.600404117647058, 9.827423245614035, 9.809895735294118, 9.503165058479532, 10.71559911764706, 9.881032748538011, 9.120386617647059, 8.176315204678362, 11.165081029411764, 8.568464912280703, 10.783786911764706, 11.141362573099418, 9.5568975, 10.591231140350876, 10.82971455882353, 8.676972076023391, 11.481644558823527, 10.857511988304092, 9.258910441176472, 8.538735526315792, 10.498328676470587, 8.061390789473684, 11.307688970588236, 9.227250292397661, 10.177123382352942, 8.840579824561402, 12.092271029411766, 9.545357894736842, 10.70575661764706, 8.999017690058478, 10.825098088235295, 9.457905555555554, 9.956952941176471, 11.224522660818712, 8.470576176470589, 9.932963011695906, 10.62193088235294, 9.44916388888889, 9.352159117647059, 9.503448245614036, 12.187371764705883, 10.42207821637427, 10.342501176470588, 10.520591959064328, 8.781353970588235, 8.82780365497076, 9.668510294117647, 10.177364912280702, 9.315611176470586, 10.329862865497077, 9.911793529411764, 8.938827923976607, 10.478758529411763, 10.924559356725148, 10.988735882352941, 11.415485087719299, 13.070654411764709, 11.44474649122807, 8.992166029411765, 10.105279678362574, 9.015499558823528, 9.37276432748538, 9.663794705882353, 8.551022076023393, 10.412935588235294, 8.216295029239767, 10.612015882352942, 9.179293274853801, 11.372211617647059, 10.150300584795321, 8.800540147058824, 10.0202966374269, 11.007463529411764, 10.597088888888887, 8.822692794117646, 9.19932850877193, 10.529014852941176, 7.917790497076024, 11.257626617647059, 9.383141081871344, 8.957666911764706]",9.954,1.036
./preprocessed_data_mis_not_standarized\bupa_preprocessed.csv,0.6,RF[200],"[9.02084864766082, 10.702623529411763, 9.419367872807019, 10.19342911764706, 9.890533479532163, 9.313630735294117, 11.138374926900584, 9.612594154411765, 8.015540058479532, 11.737428676470588, 11.67326860380117, 9.03082088235294, 10.992070321637428, 9.243058713235294, 8.458898428362573, 10.766588198529412, 10.752959868421053, 9.326826580882353, 10.091056469298247, 8.413865735294118, 9.672332821637427, 9.802119301470587, 9.354359027777779, 10.665768786764705, 9.815484941520468, 8.823186654411765, 8.030253764619882, 11.003459375, 8.671471235380118, 10.577903860294118, 10.95497697368421, 9.472831874999999, 10.484891118421054, 10.794295661764705, 8.408898428362573, 11.24675011029412, 10.741449122807017, 9.170031838235296, 8.449781176900586, 10.414272316176469, 8.150275438596491, 11.212535147058825, 9.298479934210526, 9.814180477941177, 8.824141520467835, 11.96413088235294, 9.470600365497075, 10.73847716911765, 8.949722185672513, 10.574755477941178, 9.53628538011696, 10.03192911764706, 11.152570687134503, 8.22846518382353, 9.706947331871346, 10.795704963235293, 9.558661988304094, 9.421358860294118, 9.65972178362573, 12.108698639705883, 10.421650950292399, 10.161733786764708, 10.576841885964914, 8.739049375, 8.896935635964912, 9.827551029411763, 10.166057675438598, 9.12733411764706, 10.727511549707602, 9.626443272058824, 8.971269407894734, 10.459617095588236, 10.917235307017545, 10.829187095588235, 11.27319024122807, 12.664512132352941, 11.388393640350879, 8.92885794117647, 10.106006980994152, 8.86344805147059, 9.343804020467836, 9.75564481617647, 8.5249788377193, 10.313491654411765, 8.095368055555557, 10.587668382352941, 9.211011951754385, 11.229811213235294, 10.075560380116958, 8.566256544117646, 9.97233625730994, 10.775667647058823, 10.366021089181286, 8.955599485294119, 9.08815990497076, 10.424534264705882, 7.952096747076024, 11.21312731617647, 9.25578399122807, 8.96688294117647]",9.889,1.029
./preprocessed_data_mis_not_standarized\bupa_preprocessed.csv,0.6,RF[500],"[9.053036678362572, 10.843258505882353, 9.30590323391813, 10.292383552941176, 10.007612690058478, 9.283618558823528, 10.958476263157895, 9.611996364705883, 7.952895754385964, 11.557571964705883, 11.56781750877193, 8.91967248235294, 10.938091538011696, 9.150146229411765, 8.709699894736842, 10.738064188235294, 10.720027608187136, 9.363131811764704, 10.060711883040936, 8.244561511764706, 9.709620157894737, 9.823793494117648, 9.302581286549707, 10.57795101764706, 9.681477222222222, 8.851123652941176, 8.123410385964911, 10.983763464705882, 8.60457354385965, 10.578241099999998, 10.812031538011695, 9.43915864117647, 10.398101590643273, 10.608702847058824, 8.374671824561403, 11.155161011764706, 10.81085152631579, 8.998116270588234, 8.332562023391812, 10.419195252941176, 8.213940771929826, 11.244794035294118, 9.3565293625731, 9.685723317647058, 8.846591538011694, 11.883243723529413, 9.439006116959064, 10.691937329411767, 8.945652619883042, 10.35700421764706, 9.597955222222222, 9.838232817647059, 11.06202734502924, 8.26908294117647, 9.506580508771929, 10.916957017647059, 9.549284900584796, 9.376553805882354, 9.64465783625731, 12.100100417647058, 10.315617111111111, 9.969655864705881, 10.492474953216377, 8.842403058823528, 8.772477105263157, 9.862640364705882, 10.208035280701752, 8.99492154117647, 10.750056304093567, 9.466469458823529, 8.921796929824561, 10.4085258, 10.762794614035089, 10.677718552941176, 11.112244385964912, 12.364876329411764, 11.303165625730992, 8.845148235294117, 10.075680754385965, 8.804477041176469, 9.1420400877193, 9.82113636470588, 8.535948730994154, 10.314962194117646, 8.104071046783625, 10.574028764705881, 9.174890116959064, 11.277922688235293, 10.192063543859648, 8.388432917647059, 9.957365631578947, 10.743948094117647, 10.252924730994152, 8.983342764705883, 9.0534443625731, 10.387662447058826, 7.863973625730995, 11.117575170588236, 9.140944385964913, 8.923240976470588]",9.843,1.012
./preprocessed_data_mis_not_standarized\bupa_preprocessed.csv,0.6,RF[md10],"[8.865006438759002, 10.701913435358959, 9.66205030089434, 10.209662835677001, 10.039846363517217, 9.513455373842916, 11.42300709212092, 9.703277731601963, 8.403284242981073, 11.602502935254343, 11.478179672189063, 9.038600189801885, 10.971395997931277, 9.264997582736777, 8.665464273080062, 10.824244730778945, 10.600346217022087, 9.438579402231177, 10.010848075737863, 8.612409225083988, 9.910076650682141, 9.900995839445946, 9.601011751640048, 10.647871400500524, 9.870051969684935, 8.989571673933096, 8.246809095910157, 11.1039191644938, 8.555477706872644, 10.875739248414261, 11.196558958075894, 9.552459553352477, 10.58577498880783, 10.588774477452448, 8.520651912975458, 11.35545809392328, 10.870015609503776, 9.201282833055137, 8.542233410018227, 10.525823832724337, 8.12854281672953, 11.32244307014976, 9.304697236396605, 10.083824583051975, 8.758923689019568, 12.048070089656814, 9.491110874469124, 10.73356753259441, 8.97455646713902, 10.711232654010468, 9.477809412302685, 9.9115957137619, 11.136241918782233, 8.405916215723533, 9.817502395012005, 10.55933838365602, 9.481505405294287, 9.439754621233696, 9.544906561314447, 12.144175502744986, 10.376299328951637, 10.230787353589946, 10.386986454862077, 8.79788047816356, 8.69265236831306, 9.708927924991697, 10.071445791484692, 9.369692841701324, 10.332141984538957, 9.99648166201333, 8.829657447690757, 10.50271395583924, 10.794107331314793, 10.848609404901474, 11.43233415168645, 13.154582451216667, 11.560626548341219, 8.943731844793971, 10.078426510665237, 9.008988067114947, 9.245191766922472, 9.630022166518057, 8.588825621728786, 10.444119798434834, 8.31729369759566, 10.588186489609628, 9.206820576270994, 11.457172563107658, 10.149468570122464, 8.753989388325085, 10.004022550405857, 10.959005118134016, 10.481967932330413, 8.812616422795738, 9.202992028676299, 10.520120727922272, 7.89001362237435, 11.263764502510671, 9.352989585245318, 8.994828161054023]",9.941,1.031
./preprocessed_data_mis_not_standarized\bupa_preprocessed.csv,0.6,RF[md15],"[8.802820065789474, 10.709127629411764, 9.6719728637854, 10.132830625, 10.034406766141545, 9.488876358823532, 11.344201623416183, 9.552012414215685, 8.41101849581709, 11.632650147058824, 11.627038092917477, 8.99643976013072, 10.948316730994152, 9.241616469301054, 8.652921863832033, 10.713481905696653, 10.746403374674468, 9.451102902431806, 10.047995909681612, 8.608645490196078, 9.82895044468811, 9.805400577124182, 9.49314846491228, 10.71748447610294, 9.876936883537697, 9.109879522058824, 8.168002493807268, 11.151359218824195, 8.527430998213125, 10.781547755555556, 11.157527197530865, 9.557467103758169, 10.59435289148798, 10.862799914215687, 8.610164305853921, 11.489629687499999, 10.831813929744998, 9.252440204575164, 8.547900507797271, 10.504300992647059, 8.054221628987753, 11.307688970588236, 9.243936206056873, 10.166491450929332, 8.840579824561402, 12.105447857498184, 9.526096538377194, 10.706536333533414, 8.977719072336924, 10.812174549986661, 9.452636303670056, 9.93466369472789, 11.23143177778076, 8.478951476515977, 9.952917228151398, 10.66391943627451, 9.448097525559932, 9.374278058593962, 9.505646489359973, 12.200798359113287, 10.419457947530864, 10.335559768827022, 10.51517563888889, 8.772423690059357, 8.82982104368063, 9.684737521052718, 10.179858842538444, 9.304536977124183, 10.31980638577913, 9.919692544538648, 8.946187194282002, 10.514505129503318, 10.906373176765642, 10.988735882352941, 11.420492592592595, 12.99206518663762, 11.44474649122807, 8.967382216830064, 10.105279678362574, 9.019423145258104, 9.411519641284926, 9.654313794190267, 8.58322897782651, 10.41449953804815, 8.216793330734243, 10.632144801512268, 9.177931531229694, 11.522620379816887, 10.13963956302794, 8.799484549400873, 10.019111862410655, 10.993195933823529, 10.56835645972446, 8.818336588235294, 9.196114510233919, 10.527453346625316, 7.942250584795323, 11.249874328267973, 9.375966429824562, 8.939944146476716]",9.954,1.038
./preprocessed_data_mis_not_standarized\bupa_preprocessed.csv,0.6,RF[md20],"[8.79406447368421, 10.715910147058825, 9.65199605263158, 10.126885441176471, 10.068819883040936, 9.479901029411765, 11.336483625730995, 9.54681044117647, 8.427653070175438, 11.632650147058824, 11.62023216374269, 9.000671764705883, 10.957582748538012, 9.250046029411765, 8.64424298245614, 10.703359117647059, 10.727139473684211, 9.461720294117647, 10.0795817251462, 8.600404117647058, 9.827423245614035, 9.809895735294118, 9.503165058479532, 10.71559911764706, 9.881032748538011, 9.120386617647059, 8.176315204678362, 11.165081029411764, 8.568464912280703, 10.783786911764706, 11.141362573099418, 9.5568975, 10.591231140350876, 10.82971455882353, 8.676972076023391, 11.481644558823527, 10.857511988304092, 9.258910441176472, 8.538735526315792, 10.498328676470587, 8.061390789473684, 11.307688970588236, 9.227250292397661, 10.177123382352942, 8.840579824561402, 12.09639588235294, 9.545357894736842, 10.70575661764706, 8.999017690058478, 10.825098088235295, 9.457905555555554, 9.956952941176471, 11.224522660818712, 8.470576176470589, 9.932963011695906, 10.62193088235294, 9.44916388888889, 9.352159117647059, 9.503448245614036, 12.187371764705883, 10.42207821637427, 10.342501176470588, 10.520591959064328, 8.781353970588235, 8.82780365497076, 9.668510294117647, 10.177364912280702, 9.315611176470586, 10.329862865497077, 9.911793529411764, 8.938827923976607, 10.478758529411763, 10.924559356725148, 10.988735882352941, 11.415485087719299, 13.070654411764709, 11.44474649122807, 8.992166029411765, 10.105279678362574, 9.015499558823528, 9.37276432748538, 9.663794705882353, 8.551022076023393, 10.412935588235294, 8.216295029239767, 10.612015882352942, 9.179293274853801, 11.372211617647059, 10.150300584795321, 8.800540147058824, 10.0202966374269, 11.007463529411764, 10.597088888888887, 8.822692794117646, 9.19932850877193, 10.529014852941176, 7.917790497076024, 11.257626617647059, 9.383141081871344, 8.957666911764706]",9.954,1.036
